case_id,scope,origen,t_s,evento,etapa,detalle
SEL-12,selected_hemogram,cliente_sse,0.149,generation_started,,
SEL-12,selected_hemogram,cliente_sse,15.148,heartbeat,,
SEL-12,selected_hemogram,cliente_sse,28.395,status,validating,
SEL-12,selected_hemogram,cliente_sse,28.397,status,repairing,
SEL-12,selected_hemogram,cliente_sse,43.398,heartbeat,,
SEL-12,selected_hemogram,cliente_sse,49.424,final,,
SEL-12,selected_hemogram,cliente_sse,49.424,done,,
SEL-12,selected_hemogram,backend,2026-08-08T00:17:35.110551793Z,llm_chat.turn_guard,,
SEL-12,selected_hemogram,backend,2026-08-08T00:17:35.112013663Z,llm_chat.routed,,database_generation/selected_value
SEL-12,selected_hemogram,backend,2026-08-08T00:17:35.114567963Z,llm_chat.clinical_claim_scope,,
SEL-12,selected_hemogram,backend,2026-08-08T00:17:35.114604713Z,llm_chat.response_plan,,
SEL-12,selected_hemogram,backend,2026-08-08T00:17:35.119785532Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-12,selected_hemogram,backend,2026-08-08T00:17:35.120211082Z,llm_chat.queue_acquired,,
SEL-12,selected_hemogram,backend,2026-08-08T00:18:03.356036703Z,llm_chat.perf,,
SEL-12,selected_hemogram,backend,2026-08-08T00:18:03.369737482Z,llm_chat.validation,,invalid/structured_schema_invalid/policy_rule_id_missing
SEL-12,selected_hemogram,backend,2026-08-08T00:18:03.369779112Z,llm_chat.regeneration,,
SEL-12,selected_hemogram,backend,2026-08-08T00:18:03.385769431Z,llm_chat.generation_config,,hemogram_interpretation_structured_repair temp=0.1 attempt=2
SEL-12,selected_hemogram,backend,2026-08-08T00:18:03.385817851Z,llm_chat.queue_acquired,,
SEL-12,selected_hemogram,backend,2026-08-08T00:18:24.368654624Z,llm_chat.perf,,
SEL-12,selected_hemogram,backend,2026-08-08T00:18:24.373731084Z,llm_chat.validation,,valid/ok/
SEL-12,selected_hemogram,backend,2026-08-08T00:18:24.373792394Z,llm_chat.candidate_selected,,
SEL-12,selected_hemogram,backend,2026-08-08T00:18:24.397658493Z,llm_chat.completed,,
SEL-13,selected_hemogram,cliente_sse,0.154,start,,
SEL-13,selected_hemogram,cliente_sse,0.155,context_ready,,
SEL-13,selected_hemogram,cliente_sse,0.156,retrieval_completed,,
SEL-13,selected_hemogram,cliente_sse,0.156,generation_started,,
SEL-13,selected_hemogram,cliente_sse,15.159,heartbeat,,
SEL-13,selected_hemogram,cliente_sse,30.157,heartbeat,,
SEL-13,selected_hemogram,cliente_sse,35.944,status,validating,
SEL-13,selected_hemogram,cliente_sse,35.944,status,repairing,
SEL-13,selected_hemogram,cliente_sse,50.939,heartbeat,,
SEL-13,selected_hemogram,cliente_sse,65.94,heartbeat,,
SEL-13,selected_hemogram,cliente_sse,80.94,heartbeat,,
SEL-13,selected_hemogram,cliente_sse,90.319,error,,
SEL-13,selected_hemogram,backend,2026-08-08T00:18:27.543948028Z,llm_chat.turn_guard,,
SEL-13,selected_hemogram,backend,2026-08-08T00:18:27.545482258Z,llm_chat.routed,,database_generation/selected_value
SEL-13,selected_hemogram,backend,2026-08-08T00:18:27.548034108Z,llm_chat.clinical_claim_scope,,
SEL-13,selected_hemogram,backend,2026-08-08T00:18:27.548072548Z,llm_chat.response_plan,,
SEL-13,selected_hemogram,backend,2026-08-08T00:18:27.553140707Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-13,selected_hemogram,backend,2026-08-08T00:18:27.553613037Z,llm_chat.queue_acquired,,
SEL-13,selected_hemogram,backend,2026-08-08T00:19:03.312287596Z,llm_chat.perf,,
SEL-13,selected_hemogram,backend,2026-08-08T00:19:03.335241015Z,llm_chat.validation,,repairable/missing_required_clinical_facts/MCHC:flag
SEL-13,selected_hemogram,backend,2026-08-08T00:19:03.335292945Z,llm_chat.regeneration,,
SEL-13,selected_hemogram,backend,2026-08-08T00:19:03.351869294Z,llm_chat.generation_config,,hemogram_interpretation_structured_repair temp=0.1 attempt=2
SEL-13,selected_hemogram,backend,2026-08-08T00:19:03.352095764Z,llm_chat.queue_acquired,,
SEL-13,selected_hemogram,backend,2026-08-08T00:19:35.674592145Z,llm_chat.perf,,
SEL-13,selected_hemogram,backend,2026-08-08T00:19:35.681954444Z,llm_chat.validation,,repairable/missing_required_clinical_facts/MCHC:flag
SEL-13,selected_hemogram,backend,2026-08-08T00:19:35.685955534Z,llm_chat.last_resort,,
SEL-13,selected_hemogram,backend,2026-08-08T00:19:35.686048824Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=3
SEL-13,selected_hemogram,backend,2026-08-08T00:19:35.686290264Z,llm_chat.queue_acquired,,
SEL-13,selected_hemogram,backend,2026-08-08T00:19:57.695312586Z,llm_chat.perf,,
SEL-13,selected_hemogram,backend,2026-08-08T00:19:57.701652515Z,llm_chat.validation,,invalid/unsupported_status_claim/unsupported_status_claim:mchc
SEL-13,selected_hemogram,backend,2026-08-08T00:19:57.718461555Z,llm_chat.terminal_error,,generation_repair_failed
SEL-14,selected_hemogram,cliente_sse,0.165,start,,
SEL-14,selected_hemogram,cliente_sse,0.166,context_ready,,
SEL-14,selected_hemogram,cliente_sse,0.166,retrieval_completed,,
SEL-14,selected_hemogram,cliente_sse,0.166,generation_started,,
SEL-14,selected_hemogram,cliente_sse,15.167,heartbeat,,
SEL-14,selected_hemogram,cliente_sse,30.17,heartbeat,,
SEL-14,selected_hemogram,cliente_sse,33.57,status,validating,
SEL-14,selected_hemogram,cliente_sse,33.584,final,,
SEL-14,selected_hemogram,cliente_sse,33.584,done,,
SEL-14,selected_hemogram,backend,2026-08-08T00:20:00.873288900Z,llm_chat.turn_guard,,
SEL-14,selected_hemogram,backend,2026-08-08T00:20:00.875026430Z,llm_chat.routed,,database_generation/selected_value
SEL-14,selected_hemogram,backend,2026-08-08T00:20:00.877786100Z,llm_chat.clinical_claim_scope,,
SEL-14,selected_hemogram,backend,2026-08-08T00:20:00.877858970Z,llm_chat.response_plan,,
SEL-14,selected_hemogram,backend,2026-08-08T00:20:00.883243100Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-14,selected_hemogram,backend,2026-08-08T00:20:00.883662160Z,llm_chat.queue_acquired,,
SEL-14,selected_hemogram,backend,2026-08-08T00:20:34.255555685Z,llm_chat.perf,,
SEL-14,selected_hemogram,backend,2026-08-08T00:20:34.276454333Z,llm_chat.validation,,valid/ok/
SEL-14,selected_hemogram,backend,2026-08-08T00:20:34.276508713Z,llm_chat.candidate_selected,,
SEL-14,selected_hemogram,backend,2026-08-08T00:20:34.301223791Z,llm_chat.completed,,
SEL-15,selected_hemogram,cliente_sse,0.15,start,,
SEL-15,selected_hemogram,cliente_sse,0.151,context_ready,,
SEL-15,selected_hemogram,cliente_sse,0.151,retrieval_completed,,
SEL-15,selected_hemogram,cliente_sse,0.152,generation_started,,
SEL-15,selected_hemogram,cliente_sse,15.156,heartbeat,,
SEL-15,selected_hemogram,cliente_sse,30.156,heartbeat,,
SEL-15,selected_hemogram,cliente_sse,30.735,status,validating,
SEL-15,selected_hemogram,cliente_sse,30.761,final,,
SEL-15,selected_hemogram,cliente_sse,30.761,done,,
SEL-15,selected_hemogram,backend,2026-08-08T00:20:37.443928995Z,llm_chat.turn_guard,,
SEL-15,selected_hemogram,backend,2026-08-08T00:20:37.445615774Z,llm_chat.routed,,database_generation/selected_value
SEL-15,selected_hemogram,backend,2026-08-08T00:20:37.448154695Z,llm_chat.clinical_claim_scope,,
SEL-15,selected_hemogram,backend,2026-08-08T00:20:37.448235054Z,llm_chat.response_plan,,
SEL-15,selected_hemogram,backend,2026-08-08T00:20:37.453512314Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-15,selected_hemogram,backend,2026-08-08T00:20:37.453959534Z,llm_chat.queue_acquired,,
SEL-15,selected_hemogram,backend,2026-08-08T00:21:08.020489464Z,llm_chat.perf,,
SEL-15,selected_hemogram,backend,2026-08-08T00:21:08.037946362Z,llm_chat.validation,,valid/ok/
SEL-15,selected_hemogram,backend,2026-08-08T00:21:08.037983802Z,llm_chat.candidate_selected,,
SEL-15,selected_hemogram,backend,2026-08-08T00:21:08.064332151Z,llm_chat.completed,,
SEL-16,selected_hemogram,cliente_sse,0.149,start,,
SEL-16,selected_hemogram,cliente_sse,0.15,context_ready,,
SEL-16,selected_hemogram,cliente_sse,0.15,retrieval_completed,,
SEL-16,selected_hemogram,cliente_sse,0.15,generation_started,,
SEL-16,selected_hemogram,cliente_sse,15.152,heartbeat,,
SEL-16,selected_hemogram,cliente_sse,30.152,heartbeat,,
SEL-16,selected_hemogram,cliente_sse,43.366,status,validating,
SEL-16,selected_hemogram,cliente_sse,43.366,status,repairing,
SEL-16,selected_hemogram,cliente_sse,58.367,heartbeat,,
SEL-16,selected_hemogram,cliente_sse,73.368,heartbeat,,
SEL-16,selected_hemogram,cliente_sse,75.243,final,,
SEL-16,selected_hemogram,cliente_sse,75.244,done,,
SEL-16,selected_hemogram,backend,2026-08-08T00:21:11.204882895Z,llm_chat.turn_guard,,
SEL-16,selected_hemogram,backend,2026-08-08T00:21:11.206418685Z,llm_chat.routed,,database_generation/selected_value
SEL-16,selected_hemogram,backend,2026-08-08T00:21:11.209063204Z,llm_chat.clinical_claim_scope,,
SEL-16,selected_hemogram,backend,2026-08-08T00:21:11.209090744Z,llm_chat.response_plan,,
SEL-16,selected_hemogram,backend,2026-08-08T00:21:11.214163934Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-16,selected_hemogram,backend,2026-08-08T00:21:11.214586744Z,llm_chat.queue_acquired,,
SEL-16,selected_hemogram,backend,2026-08-08T00:21:54.410113965Z,llm_chat.perf,,
SEL-16,selected_hemogram,backend,2026-08-08T00:21:54.431340054Z,llm_chat.validation,,invalid/structured_patient_fact_not_materialized/
SEL-16,selected_hemogram,backend,2026-08-08T00:21:54.431395984Z,llm_chat.regeneration,,
SEL-16,selected_hemogram,backend,2026-08-08T00:21:54.446676613Z,llm_chat.generation_config,,hemogram_interpretation_structured_repair temp=0.1 attempt=2
SEL-16,selected_hemogram,backend,2026-08-08T00:21:54.446818293Z,llm_chat.queue_acquired,,
SEL-16,selected_hemogram,backend,2026-08-08T00:22:26.272211706Z,llm_chat.perf,,
SEL-16,selected_hemogram,backend,2026-08-08T00:22:26.282964735Z,llm_chat.validation,,valid/ok/
SEL-16,selected_hemogram,backend,2026-08-08T00:22:26.283017145Z,llm_chat.candidate_selected,,
SEL-16,selected_hemogram,backend,2026-08-08T00:22:26.307892474Z,llm_chat.completed,,
SEL-17,selected_hemogram,cliente_sse,0.153,start,,
SEL-17,selected_hemogram,cliente_sse,0.153,context_ready,,
SEL-17,selected_hemogram,cliente_sse,0.154,retrieval_completed,,
SEL-17,selected_hemogram,cliente_sse,0.154,generation_started,,
SEL-17,selected_hemogram,cliente_sse,15.154,heartbeat,,
SEL-17,selected_hemogram,cliente_sse,30.156,heartbeat,,
SEL-17,selected_hemogram,cliente_sse,45.156,heartbeat,,
SEL-17,selected_hemogram,cliente_sse,57.81,status,validating,
SEL-17,selected_hemogram,cliente_sse,57.829,final,,
SEL-17,selected_hemogram,cliente_sse,57.83,done,,
SEL-17,selected_hemogram,backend,2026-08-08T00:22:29.451101039Z,llm_chat.turn_guard,,
SEL-17,selected_hemogram,backend,2026-08-08T00:22:29.452761748Z,llm_chat.routed,,database_generation/selected_value
SEL-17,selected_hemogram,backend,2026-08-08T00:22:29.455482528Z,llm_chat.clinical_claim_scope,,
SEL-17,selected_hemogram,backend,2026-08-08T00:22:29.455566158Z,llm_chat.response_plan,,
SEL-17,selected_hemogram,backend,2026-08-08T00:22:29.460900868Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-17,selected_hemogram,backend,2026-08-08T00:22:29.461228918Z,llm_chat.queue_acquired,,
SEL-17,selected_hemogram,backend,2026-08-08T00:23:27.089975088Z,llm_chat.perf,,
SEL-17,selected_hemogram,backend,2026-08-08T00:23:27.118084616Z,llm_chat.validation,,valid/ok/
SEL-17,selected_hemogram,backend,2026-08-08T00:23:27.118148016Z,llm_chat.candidate_selected,,
SEL-17,selected_hemogram,backend,2026-08-08T00:23:27.137794055Z,llm_chat.completed,,
SEL-18,selected_hemogram,cliente_sse,0.15,start,,
SEL-18,selected_hemogram,cliente_sse,0.15,context_ready,,
SEL-18,selected_hemogram,cliente_sse,0.15,retrieval_completed,,
SEL-18,selected_hemogram,cliente_sse,0.15,generation_started,,
SEL-18,selected_hemogram,cliente_sse,15.149,heartbeat,,
SEL-18,selected_hemogram,cliente_sse,30.153,heartbeat,,
SEL-18,selected_hemogram,cliente_sse,45.152,heartbeat,,
SEL-18,selected_hemogram,cliente_sse,56.707,status,validating,
SEL-18,selected_hemogram,cliente_sse,56.708,status,repairing,
SEL-18,selected_hemogram,cliente_sse,71.71,heartbeat,,
SEL-18,selected_hemogram,cliente_sse,86.71,heartbeat,,
SEL-18,selected_hemogram,cliente_sse,101.711,heartbeat,,
SEL-18,selected_hemogram,cliente_sse,107.368,final,,
SEL-18,selected_hemogram,cliente_sse,107.368,done,,
SEL-18,selected_hemogram,backend,2026-08-08T00:23:30.275413319Z,llm_chat.turn_guard,,
SEL-18,selected_hemogram,backend,2026-08-08T00:23:30.277304489Z,llm_chat.routed,,database_generation/selected_value
SEL-18,selected_hemogram,backend,2026-08-08T00:23:30.280208178Z,llm_chat.clinical_claim_scope,,
SEL-18,selected_hemogram,backend,2026-08-08T00:23:30.280381479Z,llm_chat.response_plan,,
SEL-18,selected_hemogram,backend,2026-08-08T00:23:30.285723808Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-18,selected_hemogram,backend,2026-08-08T00:23:30.286175938Z,llm_chat.queue_acquired,,
SEL-18,selected_hemogram,backend,2026-08-08T00:24:26.834769466Z,llm_chat.perf,,
SEL-18,selected_hemogram,backend,2026-08-08T00:24:26.846738505Z,llm_chat.validation,,invalid/structured_schema_invalid/patient_fact_ids_missing
SEL-18,selected_hemogram,backend,2026-08-08T00:24:26.846781985Z,llm_chat.regeneration,,
SEL-18,selected_hemogram,backend,2026-08-08T00:24:26.860753404Z,llm_chat.generation_config,,hemogram_interpretation_structured_repair temp=0.1 attempt=2
SEL-18,selected_hemogram,backend,2026-08-08T00:24:26.860968774Z,llm_chat.queue_acquired,,
SEL-18,selected_hemogram,backend,2026-08-08T00:25:17.466132989Z,llm_chat.perf,,
SEL-18,selected_hemogram,backend,2026-08-08T00:25:17.480397118Z,llm_chat.validation,,valid/ok/
SEL-18,selected_hemogram,backend,2026-08-08T00:25:17.480457078Z,llm_chat.candidate_selected,,
SEL-18,selected_hemogram,backend,2026-08-08T00:25:17.506058317Z,llm_chat.completed,,
SEL-19,selected_hemogram,cliente_sse,0.142,start,,
SEL-19,selected_hemogram,cliente_sse,0.143,context_ready,,
SEL-19,selected_hemogram,cliente_sse,0.144,retrieval_completed,,
SEL-19,selected_hemogram,cliente_sse,0.144,generation_started,,
SEL-19,selected_hemogram,cliente_sse,15.145,heartbeat,,
SEL-19,selected_hemogram,cliente_sse,30.039,status,validating,
SEL-19,selected_hemogram,cliente_sse,30.039,status,repairing,
SEL-19,selected_hemogram,cliente_sse,45.039,heartbeat,,
SEL-19,selected_hemogram,cliente_sse,60.041,heartbeat,,
SEL-19,selected_hemogram,cliente_sse,75.041,heartbeat,,
SEL-19,selected_hemogram,cliente_sse,90.045,heartbeat,,
SEL-19,selected_hemogram,cliente_sse,105.043,heartbeat,,
SEL-19,selected_hemogram,cliente_sse,120.042,heartbeat,,
SEL-19,selected_hemogram,cliente_sse,135.043,heartbeat,,
SEL-19,selected_hemogram,cliente_sse,150.043,heartbeat,,
SEL-19,selected_hemogram,cliente_sse,153.664,final,,
SEL-19,selected_hemogram,cliente_sse,153.664,done,,
SEL-19,selected_hemogram,backend,2026-08-08T00:25:20.980674796Z,llm_chat.turn_guard,,
SEL-19,selected_hemogram,backend,2026-08-08T00:25:20.982419756Z,llm_chat.routed,,restricted_generation/direct_diagnosis
SEL-19,selected_hemogram,backend,2026-08-08T00:25:20.985083106Z,llm_chat.clinical_claim_scope,,
SEL-19,selected_hemogram,backend,2026-08-08T00:25:20.985134515Z,llm_chat.response_plan,,
SEL-19,selected_hemogram,backend,2026-08-08T00:25:20.990595665Z,llm_chat.generation_config,,safety_guardrail temp=0.3 attempt=1
SEL-19,selected_hemogram,backend,2026-08-08T00:25:20.991139815Z,llm_chat.queue_acquired,,
SEL-19,selected_hemogram,backend,2026-08-08T00:25:50.870092504Z,llm_chat.perf,,
SEL-19,selected_hemogram,backend,2026-08-08T00:25:50.886370804Z,llm_chat.validation,,invalid/structured_patient_fact_id_required/
SEL-19,selected_hemogram,backend,2026-08-08T00:25:50.886417774Z,llm_chat.regeneration,,
SEL-19,selected_hemogram,backend,2026-08-08T00:25:50.903260593Z,llm_chat.generation_config,,safety_guardrail_structured_repair temp=0.1 attempt=2
SEL-19,selected_hemogram,backend,2026-08-08T00:25:50.903627603Z,llm_chat.queue_acquired,,
SEL-19,selected_hemogram,backend,2026-08-08T00:26:14.982731867Z,llm_chat.perf,,
SEL-19,selected_hemogram,backend,2026-08-08T00:26:14.984248207Z,llm_chat.validation,,invalid/structured_patient_fact_id_required/
SEL-19,selected_hemogram,backend,2026-08-08T00:26:14.993140617Z,llm_chat.turn_guard_steer,,
SEL-19,selected_hemogram,backend,2026-08-08T00:26:14.993167697Z,llm_chat.generation_config,,safety_guardrail temp=0.3 attempt=3
SEL-19,selected_hemogram,backend,2026-08-08T00:26:14.993411957Z,llm_chat.queue_acquired,,
SEL-19,selected_hemogram,backend,2026-08-08T00:27:32.781085845Z,llm_chat.perf,,
SEL-19,selected_hemogram,backend,2026-08-08T00:27:32.781478244Z,llm_chat.validation,,invalid/structured_schema_invalid/patient_fact_ids_missing
SEL-19,selected_hemogram,backend,2026-08-08T00:27:32.785934264Z,llm_chat.last_resort,,
SEL-19,selected_hemogram,backend,2026-08-08T00:27:32.785940474Z,llm_chat.generation_config,,safety_guardrail temp=0.3 attempt=4
SEL-19,selected_hemogram,backend,2026-08-08T00:27:32.786244064Z,llm_chat.queue_acquired,,
SEL-19,selected_hemogram,backend,2026-08-08T00:27:54.484885526Z,llm_chat.perf,,
SEL-19,selected_hemogram,backend,2026-08-08T00:27:54.489058886Z,llm_chat.validation,,valid/ok/
SEL-19,selected_hemogram,backend,2026-08-08T00:27:54.489147986Z,llm_chat.candidate_selected,,
SEL-19,selected_hemogram,backend,2026-08-08T00:27:54.511018794Z,llm_chat.completed,,
SEL-20,selected_hemogram,cliente_sse,0.162,start,,
SEL-20,selected_hemogram,cliente_sse,0.162,context_ready,,
SEL-20,selected_hemogram,cliente_sse,0.162,retrieval_completed,,
SEL-20,selected_hemogram,cliente_sse,0.162,generation_started,,
SEL-20,selected_hemogram,cliente_sse,15.142,heartbeat,,
SEL-20,selected_hemogram,cliente_sse,30.143,heartbeat,,
SEL-20,selected_hemogram,cliente_sse,45.038,status,validating,
SEL-20,selected_hemogram,cliente_sse,45.039,status,repairing,
SEL-20,selected_hemogram,cliente_sse,60.04,heartbeat,,
SEL-20,selected_hemogram,cliente_sse,75.041,heartbeat,,
SEL-20,selected_hemogram,cliente_sse,85.756,final,,
SEL-20,selected_hemogram,cliente_sse,85.756,done,,
SEL-20,selected_hemogram,backend,2026-08-08T00:27:57.642541026Z,llm_chat.turn_guard,,
SEL-20,selected_hemogram,backend,2026-08-08T00:27:57.644325076Z,llm_chat.routed,,database_generation/selected_value
SEL-20,selected_hemogram,backend,2026-08-08T00:27:57.647348515Z,llm_chat.clinical_claim_scope,,
SEL-20,selected_hemogram,backend,2026-08-08T00:27:57.647453875Z,llm_chat.response_plan,,
SEL-20,selected_hemogram,backend,2026-08-08T00:27:57.652773775Z,llm_chat.generation_config,,hemogram_interpretation temp=0.3 attempt=1
SEL-20,selected_hemogram,backend,2026-08-08T00:27:57.653274175Z,llm_chat.queue_acquired,,
SEL-20,selected_hemogram,backend,2026-08-08T00:28:42.522366901Z,llm_chat.perf,,
SEL-20,selected_hemogram,backend,2026-08-08T00:28:42.549812110Z,llm_chat.validation,,invalid/structured_patient_fact_not_materialized/
SEL-20,selected_hemogram,backend,2026-08-08T00:28:42.549876780Z,llm_chat.regeneration,,
SEL-20,selected_hemogram,backend,2026-08-08T00:28:42.562189579Z,llm_chat.generation_config,,hemogram_interpretation_structured_repair temp=0.1 attempt=2
SEL-20,selected_hemogram,backend,2026-08-08T00:28:42.562231499Z,llm_chat.queue_acquired,,
SEL-20,selected_hemogram,backend,2026-08-08T00:29:23.211649939Z,llm_chat.perf,,
SEL-20,selected_hemogram,backend,2026-08-08T00:29:23.227626747Z,llm_chat.validation,,valid/ok/
SEL-20,selected_hemogram,backend,2026-08-08T00:29:23.227665538Z,llm_chat.candidate_selected,,
SEL-20,selected_hemogram,backend,2026-08-08T00:29:23.261224115Z,llm_chat.completed,,
SEL-21,selected_hemogram,cliente_sse,0.148,start,,
SEL-21,selected_hemogram,cliente_sse,0.149,context_ready,,
SEL-21,selected_hemogram,cliente_sse,0.149,retrieval_completed,,
SEL-21,selected_hemogram,cliente_sse,0.15,generation_started,,
SEL-21,selected_hemogram,cliente_sse,15.151,heartbeat,,
SEL-21,selected_hemogram,cliente_sse,30.151,heartbeat,,
SEL-21,selected_hemogram,cliente_sse,30.804,status,validating,
SEL-21,selected_hemogram,cliente_sse,30.805,status,repairing,
SEL-21,selected_hemogram,cliente_sse,45.806,heartbeat,,
SEL-21,selected_hemogram,cliente_sse,60.805,heartbeat,,
SEL-21,selected_hemogram,cliente_sse,75.806,heartbeat,,
SEL-21,selected_hemogram,cliente_sse,90.806,heartbeat,,
SEL-21,selected_hemogram,cliente_sse,105.807,heartbeat,,
SEL-21,selected_hemogram,cliente_sse,120.808,heartbeat,,
SEL-21,selected_hemogram,cliente_sse,135.809,heartbeat,,
SEL-21,selected_hemogram,cliente_sse,140.67,final,,
SEL-21,selected_hemogram,cliente_sse,140.671,done,,
SEL-21,selected_hemogram,backend,2026-08-08T00:29:26.407696879Z,llm_chat.turn_guard,,
SEL-21,selected_hemogram,backend,2026-08-08T00:29:26.409056288Z,llm_chat.routed,,restricted_generation/direct_diagnosis
SEL-21,selected_hemogram,backend,2026-08-08T00:29:26.411480569Z,llm_chat.clinical_claim_scope,,
SEL-21,selected_hemogram,backend,2026-08-08T00:29:26.411519929Z,llm_chat.response_plan,,
SEL-21,selected_hemogram,backend,2026-08-08T00:29:26.416872718Z,llm_chat.generation_config,,safety_guardrail temp=0.3 attempt=1
SEL-21,selected_hemogram,backend,2026-08-08T00:29:26.417192448Z,llm_chat.queue_acquired,,
SEL-21,selected_hemogram,backend,2026-08-08T00:29:57.063449486Z,llm_chat.perf,,
SEL-21,selected_hemogram,backend,2026-08-08T00:29:57.073857796Z,llm_chat.validation,,invalid/structured_patient_fact_id_required/
SEL-21,selected_hemogram,backend,2026-08-08T00:29:57.073891416Z,llm_chat.regeneration,,
SEL-21,selected_hemogram,backend,2026-08-08T00:29:57.087954895Z,llm_chat.generation_config,,safety_guardrail_structured_repair temp=0.1 attempt=2
SEL-21,selected_hemogram,backend,2026-08-08T00:29:57.088136815Z,llm_chat.queue_acquired,,
SEL-21,selected_hemogram,backend,2026-08-08T00:30:17.783646815Z,llm_chat.perf,,
SEL-21,selected_hemogram,backend,2026-08-08T00:30:17.784886125Z,llm_chat.validation,,invalid/structured_patient_fact_id_required/
SEL-21,selected_hemogram,backend,2026-08-08T00:30:17.793524434Z,llm_chat.turn_guard_steer,,
SEL-21,selected_hemogram,backend,2026-08-08T00:30:17.793746844Z,llm_chat.generation_config,,safety_guardrail temp=0.3 attempt=3
SEL-21,selected_hemogram,backend,2026-08-08T00:30:17.793893424Z,llm_chat.queue_acquired,,
SEL-21,selected_hemogram,backend,2026-08-08T00:31:25.492036774Z,llm_chat.perf,,
SEL-21,selected_hemogram,backend,2026-08-08T00:31:25.533193011Z,llm_chat.validation,,invalid/ambiguous_parameter_claim/ambiguous_parameter_claim:neu
SEL-21,selected_hemogram,backend,2026-08-08T00:31:25.537323361Z,llm_chat.last_resort,,
SEL-21,selected_hemogram,backend,2026-08-08T00:31:25.537492141Z,llm_chat.generation_config,,safety_guardrail temp=0.3 attempt=4
SEL-21,selected_hemogram,backend,2026-08-08T00:31:25.537548341Z,llm_chat.queue_acquired,,
SEL-21,selected_hemogram,backend,2026-08-08T00:31:46.913308333Z,llm_chat.perf,,
SEL-21,selected_hemogram,backend,2026-08-08T00:31:46.917503332Z,llm_chat.validation,,valid/ok/
SEL-21,selected_hemogram,backend,2026-08-08T00:31:46.917545512Z,llm_chat.candidate_selected,,
SEL-21,selected_hemogram,backend,2026-08-08T00:31:46.937748161Z,llm_chat.completed,,
SEL-22,selected_hemogram,cliente_sse,0.152,start,,
SEL-22,selected_hemogram,cliente_sse,0.152,context_ready,,
SEL-22,selected_hemogram,cliente_sse,0.152,retrieval_completed,,
SEL-22,selected_hemogram,cliente_sse,0.152,generation_started,,
SEL-22,selected_hemogram,cliente_sse,15.151,heartbeat,,
SEL-22,selected_hemogram,cliente_sse,28.459,status,validating,
SEL-22,selected_hemogram,cliente_sse,28.462,status,repairing,
SEL-22,selected_hemogram,cliente_sse,43.46,heartbeat,,
SEL-22,selected_hemogram,cliente_sse,58.461,heartbeat,,
SEL-22,selected_hemogram,cliente_sse,68.483,error,,
SEL-22,selected_hemogram,backend,2026-08-08T00:31:50.080438140Z,llm_chat.turn_guard,,
SEL-22,selected_hemogram,backend,2026-08-08T00:31:50.081176990Z,llm_chat.routed,,restricted_generation/dosage_request_disallowed
SEL-22,selected_hemogram,backend,2026-08-08T00:31:50.083291000Z,llm_chat.clinical_claim_scope,,
SEL-22,selected_hemogram,backend,2026-08-08T00:31:50.083415910Z,llm_chat.response_plan,,
SEL-22,selected_hemogram,backend,2026-08-08T00:31:50.088702499Z,llm_chat.generation_config,,safety_guardrail temp=0.3 attempt=1
SEL-22,selected_hemogram,backend,2026-08-08T00:31:50.089195239Z,llm_chat.queue_acquired,,
SEL-22,selected_hemogram,backend,2026-08-08T00:32:18.383813906Z,llm_chat.perf,,
SEL-22,selected_hemogram,backend,2026-08-08T00:32:18.398017675Z,llm_chat.validation,,invalid/structured_patient_fact_id_required/
SEL-22,selected_hemogram,backend,2026-08-08T00:32:18.398073265Z,llm_chat.regeneration,,
SEL-22,selected_hemogram,backend,2026-08-08T00:32:18.409790294Z,llm_chat.generation_config,,safety_guardrail_structured_repair temp=0.1 attempt=2
SEL-22,selected_hemogram,backend,2026-08-08T00:32:18.409874644Z,llm_chat.queue_acquired,,
SEL-22,selected_hemogram,backend,2026-08-08T00:32:38.106421342Z,llm_chat.perf,,
SEL-22,selected_hemogram,backend,2026-08-08T00:32:38.107566171Z,llm_chat.validation,,invalid/structured_patient_fact_id_required/
SEL-22,selected_hemogram,backend,2026-08-08T00:32:38.111688201Z,llm_chat.last_resort,,
SEL-22,selected_hemogram,backend,2026-08-08T00:32:38.111718371Z,llm_chat.generation_config,,safety_guardrail temp=0.3 attempt=3
SEL-22,selected_hemogram,backend,2026-08-08T00:32:38.111859991Z,llm_chat.queue_acquired,,
SEL-22,selected_hemogram,backend,2026-08-08T00:32:58.398730235Z,llm_chat.perf,,
SEL-22,selected_hemogram,backend,2026-08-08T00:32:58.399802965Z,llm_chat.validation,,invalid/medical_refusal_contract/
SEL-22,selected_hemogram,backend,2026-08-08T00:32:58.423097024Z,llm_chat.terminal_error,,generation_repair_failed
SEL-23,selected_hemogram,cliente_sse,0.161,start,,
SEL-23,selected_hemogram,cliente_sse,0.162,context_ready,,
